1031,CONSILIUL JUDETEAN GIURGIU,GIURGIU,GIURGIU
1032,TURNUL CEASORNICULUI GIURGIU,GIURGIU,GIURGIU
1033,BISERICA ADORMIRII MAICII DOMNULUI GIURGIU,GIURGIU,GIURGIU
1034,STATUIA LUI NICOLAE IORGA GIURGIU,GIURGIU,GIURGIU
1035,LICEUL ION MAJORESCU GIURGIU,GIURGIU,GIURGIU
1036,BISERICA MIHAIL SI GAVRIIL GIURGIU,GIURGIU,GIURGIU
1037,MAUSOLEUL EROILOR GIURGIU,GIURGIU,GIURGIU
1038,STATUIA LUI MIHAI VITEAZU GIURGIU,GIURGIU,GIURGIU
1039,TEATRUL T. VIANU GIURGIU,GIURGIU,GIURGIU
1040,MONUMENTUL EROILOR REVOLUTIEI 89 GIURGIU,GIURGIU,GIURGIU
1041,EPISCOPIA GIURGIU,GIURGIU,GIURGIU
1042,ATENEUL NICOLAE BALANESCU GIURGIU,GIURGIU,GIURGIU
1043,BISERICA ROMANO-CATOLICA GIURGIU,GIURGIU,GIURGIU
1044,CENTRUL CULTURAL ION VINEA,GIURGIU,GIURGIU
1045,MUZEUL TEOHARI ANTONESCU,GIURGIU,GIURGIU
1046,PARCUL ALEI GIURGIU,GIURGIU,GIURGIU
1047,STATUIA LUI MIHAI EMINESCU,GIURGIU,GIURGIU
1048,MUZEUL POLITIEI DE FRONTIERA GIURGIU,GIURGIU,GIURGIU
1049,CASA DR. A. VIANU,GIURGIU,GIURGIU
1050,SCHITU BARBU BELU GOSTINARI,GOSTINARI,GIURGIU
1051,BISERICA SF. VOIEVOZI MIHAIL SI GAVRIIL HERASTI,HERASTI,GIURGIU
1052,ANSAMBLUL ARHITECTURAL UDRISTE-NASTUREL HERASTI,HERASTI,GIURGIU
1053,MANASTIREA HULUBESTI,HULUBESTI,GIURGIU
1054,Biserica Ioan Botezatorul Malu,MALU,GIURGIU
1055,Monumentul Eroilor,MALU,GIURGIU
1056,CONACUL LUI CALINESCU MIHAILESTI,MIHAILESTI,GIURGIU
1057,BISERICA TUFA COSTINENI MIHAILESTI,MIHAILESTI,GIURGIU
1058,BISERICA SF NICOLAE MIRONESTI,MIRONESTI,GIURGIU
1059,RUINELE CONACULUI RADU SERBAN MIRONESTI,MIRONESTI,GIURGIU
1060,BISERICA OBEDENI,OBEDENI,GIURGIU
1061,MANASTIREA IOAN RUSU SLOBOZIA,SLOBOZIA,GIURGIU
1062,BAZA HIPICA REGATUL CAILOR VARLAAM,VARLAAM,GIURGIU
1063,BISERICA SF PANTELIMON VEDEA,VEDEA,GIURGIU
1064,PRIMARIA VEDEA,VEDEA,GIURGIU
1065,MONUMENTUL EROILOR VEDEA,VEDEA,GIURGIU
1066,STATUIA APOLLO,GIURGIU,GIURGIU
COD,DENUMIRE,LOCALITATE,JUDET
1067,CETATEA CAPIDAVA,Capidava,CONSTANTA
1068,MANASTIREA EPICTET SI ASTION,Capidava - Histria,CONSTANTA
1069,BISERICA ROMANO-CATOLICA,Cernavoda,CONSTANTA
1070,BISERICA SF. CONSTANTIN SI ELENA,Cernavoda,CONSTANTA
1071,GEAMIE CERNAVODA,Cernavoda,CONSTANTA
1072,MONUMENTUL EROILOR CERNAVODA,Cernavoda,CONSTANTA
1073,MUZEUL AXIOPOLIS CERNAVODA,Cernavoda,CONSTANTA
1074,PODUL CAROL I,Cernavoda,CONSTANTA
1075,BISERICA ADORMIREA MAICII DOMNULUI,Cogealac,CONSTANTA
1076,BISERICA COLELIA,Colelia,CONSTANTA
1077,ACVARIUL CONSTANTA,Constanta,CONSTANTA
1078,AQUA MAGIC,Constanta,CONSTANTA
1079,AQUARIUS DIVE CENTER,Constanta,CONSTANTA
1080,BANCA STR. ARHIEPISCOPIEI,Constanta,CONSTANTA
1081,BASORELIEFURI TINERI SPORTIVI,Constanta,CONSTANTA
1082,BISERICA ADORMIREA MAICII DOMNULUI,Constanta,CONSTANTA
1083,BISERICA APOSTOLICA ARMEANA,Constanta,CONSTANTA
1084,BISERICA BULGARA,Constanta,CONSTANTA
1085,BISERICA CATOLICA SF. ANTON,Constanta,CONSTANTA
1086,BISERICA GRECEASCA METAMORPHOSIS,Constanta,CONSTANTA
1087,BISERICA SF. MINA,Constanta,CONSTANTA
1088,BISERICA SF. GHEORGHE,Constanta,CONSTANTA
1089,BISERICA SF. STEFAN,Constanta,CONSTANTA
1090,BURSA VECHE,Constanta,CONSTANTA
1091,BUSTUL LUI ION BANESCU,Constanta,CONSTANTA
1092,BUSTUL LUI GRIGORE ANTIPA,Constanta,CONSTANTA
1093,BUSTUL LUI VASILE PARVAN,Constanta,CONSTANTA
1094,CASA ALLEON,Constanta,CONSTANTA
1095,CASA AVOCAT BARZAN,Constanta,CONSTANTA
1096,CASA AVOCAT TRAIAN BELLU,Constanta,CONSTANTA
1097,CASA BANESCU,Constanta,CONSTANTA
1098,CASA BARZANESCU,Constanta,CONSTANTA
1099,CASA CANANAU,Constanta,CONSTANTA
1100,CASA CAPITAN STANESCU,Constanta,CONSTANTA
1101,CASA CONSTANTINIDI,Constanta,CONSTANTA
1102,CASA CU BOWINDOURI,Constanta,CONSTANTA
1103,CASA CU LEI,Constanta,CONSTANTA
1104,CASA CUCULIS,Constanta,CONSTANTA
1105,CASA DE CULTURA A SINDICATELOR,Constanta,CONSTANTA
1106,CASA GRIGORIU,Constanta,CONSTANTA
1107,CASA ING. PASLA,Constanta,CONSTANTA
1108,CASA MANICARTIDE,Constanta,CONSTANTA
1109,CASA PILESCU,Constanta,CONSTANTA
1110,CASA SOMANESCU,Constanta,CONSTANTA
1111,CASA SULMONA NR. 19,Constanta,CONSTANTA
1112,CASA TEODOROU ROUSOU,Constanta,CONSTANTA
1113,CASA THEILER,Constanta,CONSTANTA
1114,CASA ZAFIRIOS KYRIAKOU,Constanta,CONSTANTA
1115,CASA ZOTTU,Constanta,CONSTANTA
1116,CASINO CONSTANTA,Constanta,CONSTANTA
1117,CATEDRALA SF. APOSTOLI PETRU SI PAVEL,Constanta,CONSTANTA
1118,CERCUL MILITAR,Constanta,CONSTANTA
1119,CETATEA TOMIS,Constanta,CONSTANTA
1120,COLEGIUL NATIONAL PEDAGOGIC,Constanta,CONSTANTA
1121,COMANDAMENTUL MARINEI MILITARE,Constanta,CONSTANTA
1122,CLUB SPORTIV LAGUNA,Constanta,CONSTANTA
1123,DELFINARIU,Constanta,CONSTANTA
1124,FARUL CAROL I,Constanta,CONSTANTA
1125,FARUL CONSTANTA,Constanta,CONSTANTA
1126,FARUL GENOVEZ,Constanta,CONSTANTA
1127,FOSTUL HOTEL MERCUR,Constanta,CONSTANTA
1128,FOST HOTEL SI CABARET BRITANIA,Constanta,CONSTANTA
1129,FOSTA RESEDINTA REGALA,Constanta,CONSTANTA
1130,GARA MARITIMA CONSTANTA,Constanta,CONSTANTA
1131,GEAMIA HUNCHIAR,Constanta,CONSTANTA
1132,GRAVITY PARK,Constanta,CONSTANTA
1133,GRUP STATUAR PESCARII,Constanta,CONSTANTA
1134,HANUL BALCAN,Constanta,CONSTANTA
1135,HOTEL INTIM,Constanta,CONSTANTA
1136,LAKE VIEW - Entertainment and Sports Center,Constanta,CONSTANTA
1137,LICEUL MIHAI EMINESCU,Constanta,CONSTANTA
1138,MICRODELTA,Constanta,CONSTANTA
1139,STATUIE LUPOAICA,Constanta,CONSTANTA
1140,MONUMENT CADEREA DE PE SOCLU,Constanta,CONSTANTA
1141,MONUMENTUL EROILOR,Constanta,CONSTANTA
1142,MONUMENTUL MARINARILOR ROMANI,Constanta,CONSTANTA
1143,MONUMENTUL VICTORIEI,Constanta,CONSTANTA
1144,MOSCHEEA CAROL I,Constanta,CONSTANTA
1145,MUZEUL DE ARTA CONSTANTA,Constanta,CONSTANTA
1146,MUZEUL DE ARTA POPULARA CONSTANTA,Constanta,CONSTANTA
1147,MUZEUL DE ISTORIE,Constanta,CONSTANTA
1148,MUZEUL DE SCULPTURA ION JALEA,Constanta,CONSTANTA
1149,MUZEUL EDIFICIUL CU MOZAIC,Constanta,CONSTANTA
1150,MUZEUL MARINEI,Constanta,CONSTANTA
1151,MUZEUL MILITAR CONSTANTA,Constanta,CONSTANTA
1152,NATURA DINO PARK,Constanta,CONSTANTA
1153,OBSERVATOR ASTRONOMIC,Constanta,CONSTANTA
1154,OFICIUL TELEFONIC CONSTANTA,Constanta,CONSTANTA
1155,PALATUL ARHIEPISCOPIEI,Constanta,CONSTANTA
1156,PARCUL ARHEOLOGIC,Constanta,CONSTANTA
1157,PARCUL GARII,Constanta,CONSTANTA
1158,PARCUL TABACARIEI,Constanta,CONSTANTA
1159,PLANETARIU,Constanta,CONSTANTA
1160,PORTUL TURISTIC TOMIS,Constanta,CONSTANTA
1161,PRIMARIA CONSTANTA,Constanta,CONSTANTA
1162,SATUL DE VACANTA,Constanta,CONSTANTA
1163,SILOZURILE ANGHEL SALIGNY,Constanta,CONSTANTA
1164,STATUIA ARUNCATORUL CU DISCUL,Constanta,CONSTANTA
1165,STATUIA CARMEN SYLVA,Constanta,CONSTANTA
1166,STATUIA EXTAZ,Constanta,CONSTANTA
1167,STATUIA FATA LA MARE,Constanta,CONSTANTA
1168,STATUIA FAUN SI NIMFA,Constanta,CONSTANTA
1169,STATUIA LUI MIHAI EMINESCU,Constanta,CONSTANTA
1170,STATUIA LUI OVIDIU,Constanta,CONSTANTA
1171,STATUIA TINERETE,Constanta,CONSTANTA
1172,TEATRUL DE STAT,Constanta,CONSTANTA
1173,TEATRUL ELPIS,Constanta,CONSTANTA
1174,TEATRUL NATIONAL DE OPERA SI BALET,Constanta,CONSTANTA
1175,TELEGONDOLA,Constanta,CONSTANTA
1176,TERMELE ROMANE,Constanta,CONSTANTA
1177,TRIBUNALUL CONSTANTA,Constanta,CONSTANTA
1178,VILA REGALA,Constanta,CONSTANTA
1179,VILA SUTU,Constanta,CONSTANTA
1180,OBELISC,Costinesti,CONSTANTA
1181,SCHITUL SF. ELENA,Costinesti,CONSTANTA
1182,ANA ASLAN HEALTH SPA,Eforie Nord,CONSTANTA
1183,AQUA PARK EFORIE,Eforie Nord,CONSTANTA
1184,GRUP STATUAR COPII,Eforie Nord,CONSTANTA
1185,HOTEL BELONA,Eforie Nord,CONSTANTA
1186,GEAMIE EFORIE SUD,Eforie Sud,CONSTANTA
1187,PARCUL MOVILA,Eforie Sud,CONSTANTA
1188,ANSAMBLUL VASILE COTOVU,Harsova,CONSTANTA
1189,BISERICA CONSTANTIN SI ELENA,Harsova,CONSTANTA
1190,CETATEA CARSIUM,Harsova,CONSTANTA
1191,GEAMIA MAHMUD,Harsova,CONSTANTA
1192,MUZEUL CARSIUM,Harsova,CONSTANTA
1193,CETATEA HISTRIA,Histria,CONSTANTA
1194,COMPLEX ARHEOLOGIC HISTRIA,Histria,CONSTANTA
1195,CETATEA CALLATIS,Mangalia,CONSTANTA
1196,GEAMIA ESMAHAN SULTAN,Mangalia,CONSTANTA
1197,HERGHELIA MANGALIA,Mangalia,CONSTANTA
1198,MORMANTUL CU PAPYRUS,Mangalia,CONSTANTA
1199,MUZEUL DE ARHEOLOGIE CALLATIS,Mangalia,CONSTANTA
1200,SANATORIUL BALNEAR MANGALIA,Mangalia,CONSTANTA
1201,SITUL ARHEOLOGIC MANGALIA,Mangalia,CONSTANTA
1202,PARADIS LAND NEPTUN,Neptun,CONSTANTA
1203,PARC DE DISTRACTII NEPTUN,Neptun,CONSTANTA
1204,CETATEA ULMETUM,Pantelimon,CONSTANTA
1205,BISERICA DIONISIE SI EFREM CEL NOU,Tirgusor,CONSTANTA
1206,MANASTIREA SF. IOAN CASIAN,Tirgusor,CONSTANTA
1207,CHEILE DOBROGEI,Tirgusor,CONSTANTA
1208,MONUMENTUL EROILOR,Tirgusor,CONSTANTA
1209,MUZEUL DE ARTA,Topalu,CONSTANTA
1210,Muzeul Marinei Mangalia,Mangalia,CONSTANTA
1211,Situl Arheologic statia de biogaz Mangalia,Mangalia,CONSTANTA
1212,Ansamblul rupestru Murfatlar,Murfatlar,CONSTANTA
1213,Rezervatia Naturala Padurea Fantanita,Murfatlar,CONSTANTA
1214,Turn de Apa,Murfatlar,CONSTANTA
1215,Gara Murfatlar,Murfatlar,CONSTANTA
1216,Manastirea Basarabi,Murfatlar,CONSTANTA
1217,Conacul Mihail Kogalniceanu,Murfatlar,CONSTANTA
1218,Geamia Murfatlar,Murfatlar,CONSTANTA
1219,Muzeul Viei si al Vinului,Murfatlar,CONSTANTA
1220,Muzeul Eroilor Murfatlar,Murfatlar,CONSTANTA
1221,Seminarul Musulman,Medgidia,CONSTANTA
1222,Casa Murad G. Ali,Medgidia,CONSTANTA
1223,Statuie Femeia cu Harpa,Medgidia,CONSTANTA
1224,Geamia Abdul Medgid,Medgidia,CONSTANTA
1225,Monumentul Eroilor Sarbi,Medgidia,CONSTANTA
1226,Primaria Medgidia,Medgidia,CONSTANTA
1227,Crama Lipnita,Ostrov,CONSTANTA
1228,Crama Ostrov,Ostrov,CONSTANTA
1229,Cetatea Bizantina Vicina,Ostrov,CONSTANTA
1230,Peretii Calcarosi de la Petrosani,Ostrov,CONSTANTA
1231,Muzeul Satesc Limanu,Limanu,CONSTANTA
1232,Centrul de Agrement 2 Mai,2 Mai,CONSTANTA
1233,Muzeul arheologic Adamclisi,Adamclisi,CONSTANTA
1234,Monumentul Trophaeum Traiani,Adamclisi,CONSTANTA
1235,Cetatea Adamiclisi,Adamclisi,CONSTANTA
1236,Basilica Adamclisi,Adamclisi,CONSTANTA
COD,DENUMIRE,LOCALITATE,JUDET
1237,BISERICA SF. NICOLAE ANDOLINA,ANDOLINA,CALARASI
1238,BISERICA SF. NICOLAE BOGATA,BOGATA,CALARASI
1239,BISERICA SF. IOAN BOTEZATORU ALEXE,CALARASI,CALARASI
1240,BISERICA SF. CONSTANTIN SI ELENA,CALARASI,CALARASI
1241,BISERICA MIRCEA VODA,CALARASI,CALARASI
1242,BUSTUL LUI BUREBISTA,CALARASI,CALARASI
1243,BUSTUL LUI EUGEN CIALIC,CALARASI,CALARASI
1244,CASA ANA SI MARINACHE POPESCU,CALARASI,CALARASI
1245,CASA CONSTANTIN TICAN,CALARASI,CALARASI
1246,CATEDRALA ORTODOXA SF. NICOLAE,CALARASI,CALARASI
1247,GRADINA ZOO,CALARASI,CALARASI
1248,MONUMENTUL EROILOR,CALARASI,CALARASI
1249,MUZEUL DUNARII DE JOS,CALARASI,CALARASI
1250,MUZEUL MUNICIPAL,CALARASI,CALARASI
1251,PALATUL PREFECTURII,CALARASI,CALARASI
1252,PARCUL FLORILOR,CALARASI,CALARASI
1253,PARCUL MUNICIPAL,CALARASI,CALARASI
1254,PRIMARIA CALARASI,CALARASI,CALARASI
1255,SCOALA GIMNAZIALA CAROL I,CALARASI,CALARASI
1256,STATUIA CAROL I,CALARASI,CALARASI
1257,STATUIA MIHAI EMINESCU,CALARASI,CALARASI
1258,STATUIA LUI IONEL BRATIANU,CALARASI,CALARASI
1259,VECHEA PRIMARIE,CALARASI,CALARASI
1260,BISERICA SF. NICOLAE,CIOCANESTI,CALARASI
1261,BISERICA SF. NICOLAE DOR MARUNT I,DOR MARUNT,CALARASI
1262,BISERICA SF. GHEORGHE DOR MARUNT II,DOR MARUNT,CALARASI
1263,HERGHELIA DOR MARUNT,DOR MARUNT,CALARASI
1264,LACUL FRASINET,FRASINET,CALARASI
1265,BISERICA SF. DUMITRU,MANASTIREA,CALARASI
1266,CASA MEMORIALA ALEXANDRU SAHIA,MANASTIREA,CALARASI
1267,BISERICA SF. MIHAIL SI GAVRIIL,NEGOESTI,CALARASI
1268,BISERICA EROILOR,OLTENITA,CALARASI
1269,BISERICA SF. GHEORGHE,OLTENITA,CALARASI
1270,BISERICA SF. NICOLAE,OLTENITA,CALARASI
1271,MONUMENTUL EROILOR,OLTENITA,CALARASI
1272,MONUMENTUL EROILOR RUSI,OLTENITA,CALARASI
1273,MUZEUL CIVILIZATIEI GUMELNITA,OLTENITA,CALARASI
1274,TURNUL DE APA OLTENITA,OLTENITA,CALARASI
1275,BISERICA SF. GHEORGHE SOLDANU,SOLDANU,CALARASI
1276,BISERICA SF. NICOLAE,SPANTOV,CALARASI
1277,BISERICA SF. PARASCHEVA,STANCEA,CALARASI
1278,BISERICA ADORMIREA MAICII DOMNULUI,SULTANA,CALARASI
1279,MANASTIREA TARICENI,TARICENI,CALARASI
1280,LACUL VALEA ROSIE,VALEA ROSIE,CALARASI
1281,MANASTIREA BUNA VESTIRE VALEA ROSIE,VALEA ROSIE,CALARASI
1282,RUINELE BISERICII FRUNZANESTI,FUNDENI,CALARASI
1283,ANSAMBLUL CURTII BOIERILOR DUDESCU,FUNDENI,CALARASI
1284,BISERICA SF. ANDREI FUNDENI,FUNDENI,CALARASI
,,,,
COD,DENUMIRE,LOCALITATE,JUDET
1285,BISERICA SFINTII VOIEVOZI,AMARASTII DE JOS,DOLJ
1286,BISERICA SFANTUL NICOLAE,AMARASTII DE SUS,DOLJ
1287,BISERICA ADORMIREA MAICII DOMNULUI,APELE VII,DOLJ
1288,BISERICA ADORMIREA MAICII DOMNULUI,BAILESTI,DOLJ
1289,CASA MEMORIALA AMZA PELLEA,BAILESTI,DOLJ
1290,BISERICA SFANTUL NICOLAE,BAILESTI,DOLJ
1291,MUZEUL CAMPIEI,BAILESTI,DOLJ
1292,PARCUL TINERETULUI,BAILESTI,DOLJ
1293,MONUMENT PETRE IVANOVICI,BAILESTI,DOLJ
1294,MONUMENTUL EROILOR,BAILESTI,DOLJ
1295,BUST MIHAI VITEAZUL,BAILESTI,DOLJ
1296,MANASTIREA JITIANU,BRANISTE,DOLJ
1297,BISERICA IZVORUL TAMADUIRII,CALAFAT,DOLJ
1298,BISERICA SFANTUL NICOLAE,CALAFAT,DOLJ
1299,CASA DUMITRU P. ARSSENIE,CALAFAT,DOLJ
1300,CASA IOAN GHEORGHIADIS,CALAFAT,DOLJ
1301,CLUBUL COPIILOR,CALAFAT,DOLJ
1302,CENTRUL CULTURAL BULGAR,CALAFAT,DOLJ
1303,BUST STEFAN IORDACHE,CALAFAT,DOLJ
1304,BUST SIMA PASARETZ,CALAFAT,DOLJ
1305,MONUMENTUL EROILOR,CALAFAT,DOLJ
1306,BUST TUDOR VLADIMIRESCU,CALAFAT,DOLJ
1307,BISERICA ADORMIREA MAICII DOMNULUI,CALAFAT,DOLJ
1308,MANASTIREA CARCEA,CARCEA,DOLJ
1309,BISERICA INTRAREA MAICII DOMNULUI IN BISERICA,CELARU,DOLJ
1310,BISERICA SFANTUL IOAN GURA DE AUR,CERAT,DOLJ
1311,PORT CULTURAL CETATE,CETATE,DOLJ
1312,BUST ALEXANDRU IOAN CUZA,CETATE,DOLJ
1313,ANSAMBLUL CURTII COTOFENILOR,COTOFENII DIN FATA,DOLJ
1314,BISERICA ADORMIREA MAICII DOMNULUI,COTOFENII DIN FATA,DOLJ
1315,CASA VRABIESCU,CRAIOVA,DOLJ
1316,CASA ZWILLINGER,CRAIOVA,DOLJ
1317,CASA GHEORGHE CHITU,CRAIOVA,DOLJ
1318,CASA MARIA TANASE,CRAIOVA,DOLJ
1319,CASA SCHINA,CRAIOVA,DOLJ
1320,CASA FERARU,CRAIOVA,DOLJ
1321,BISERICA ADORMIREA MAICII DOMNULUI,CRAIOVA,DOLJ
1322,CASA NICOLAE ROMANESCU,CRAIOVA,DOLJ
1323,CASA VARVOREANU,CRAIOVA,DOLJ
1324,CASA RUSANESCU,CRAIOVA,DOLJ
1325,CASA DIAMANTOPOL,CRAIOVA,DOLJ
1326,CASA BOICESCU,CRAIOVA,DOLJ
1327,CASA ESKENAZY,CRAIOVA,DOLJ
1328,HOTEL MINERVA,CRAIOVA,DOLJ
1329,HOTEL NEW YORK,CRAIOVA,DOLJ
1330,BISERICA SFANTUL ILIE,CRAIOVA,DOLJ
1331,FILARMONICA CRAIOVA,CRAIOVA,DOLJ
1332,PALATUL ADMINISTRATIV,CRAIOVA,DOLJ
1333,STATUIE MIHAI VITEAZU,CRAIOVA,DOLJ
1334,HOTEL PALACE,CRAIOVA,DOLJ
1335,MUZEUL DE ARTA,CRAIOVA,DOLJ
1336,BUSTUL LUI THEODOR AMAN,CRAIOVA,DOLJ
1337,CASA CONSTANTIN VALIMARESCU,CRAIOVA,DOLJ
1338,CASA STOILOV BOLINTINEANU,CRAIOVA,DOLJ
1339,AJPISD,CRAIOVA,DOLJ
1340,PARCUL ROMANESCU,CRAIOVA,DOLJ
1341,BUST ROMANESCU,CRAIOVA,DOLJ
1342,GRADINA ZOOLOGICA,CRAIOVA,DOLJ
1343,MONUMENT VORVOREANU,CRAIOVA,DOLJ
1344,STATUIE NICOLAE ROMANESCU,CRAIOVA,DOLJ
1345,ANSAMBLUL TOTI SFINTII,CRAIOVA,DOLJ
1346,JUDECATORIA CRAIOVA,CRAIOVA,DOLJ
1347,UNIVERSITATEA,CRAIOVA,DOLJ
1348,BUSTUL MIHAI I,CRAIOVA,DOLJ
1349,TEATRUL NATIONAL MARIN SORESCU,CRAIOVA,DOLJ
1350,PRIMARIA CRAIOVA,CRAIOVA,DOLJ
1351,STATUIE CAROL I,CRAIOVA,DOLJ
1352,COLEGIUL NATIONAL CAROL I,CRAIOVA,DOLJ
1353,MUZEUL DE STIINTE ALE NATURII,CRAIOVA,DOLJ
1354,BISERICA SFANTA TREIME,CRAIOVA,DOLJ
1355,STATUIE ION MAIORESCU,CRAIOVA,DOLJ
1356,SCOALA OTETELESEANU,CRAIOVA,DOLJ
1357,MUZEUL OLTENIEI,CRAIOVA,DOLJ
1358,BISERICA SFANTUL NICOLAE,CRAIOVA,DOLJ
1359,BISERICA SFANTUL NICOLAE BRANDUSA,CRAIOVA,DOLJ
1360,CASA GRIGORE GABRIELESCU,CRAIOVA,DOLJ
1361,BLOCUL CASA ALBA,CRAIOVA,DOLJ
1362,FOSTA MANASTIRE OBEDEANU,CRAIOVA,DOLJ
1363,CASA BRAILOIU LECCA,CRAIOVA,DOLJ
1364,GRADINA BOTANICA,CRAIOVA,DOLJ
1365,FANTANA JIANU,CRAIOVA,DOLJ
1366,STATUIA TUDOR VLADIMIRESCU,CRAIOVA,DOLJ
1367,CASA IONEL PLESIA,CRAIOVA,DOLJ
1368,CASA PENCIOIU,CRAIOVA,DOLJ
1369,CASA VERNESCU,CRAIOVA,DOLJ
1370,CASA BARBU DRUGA,CRAIOVA,DOLJ
1371,CASA SIMION BARNUTIU 2,CRAIOVA,DOLJ
1372,BISERICA SFINTII MIHAIL SI GAVRIIL,CRAIOVA,DOLJ
1373,CASA DR. MENDEL,CRAIOVA,DOLJ
1374,CASA TRAIAN DEMETRESCU,CRAIOVA,DOLJ
1375,CASA MEMORIALA ELENA FARAGO,CRAIOVA,DOLJ
1376,CASA MIRICA,CRAIOVA,DOLJ
1377,CASA POENARU,CRAIOVA,DOLJ
1378,STATUIA EUGENIU CARADA,CRAIOVA,DOLJ
1379,CASA BANIEI,CRAIOVA,DOLJ
1380,BISERICA SFANTUL DUMITRU,CRAIOVA,DOLJ
1381,FANTANA PURCARULUI,CRAIOVA,DOLJ
1382,HANUL PUTUREANU,CRAIOVA,DOLJ
1383,BISERICA SFANTUL GHEORGHE CEL NOU,CRAIOVA,DOLJ
1384,CASA CIOROIANU,CRAIOVA,DOLJ
1385,STATUIA FRATII BUZESTI,CRAIOVA,DOLJ
1386,COLEGIUL NATIONAL FRATII BUZESTI,CRAIOVA,DOLJ
1387,BISERICA SFANTUL NICOLAE,DABULENI,DOLJ
1388,BISERICA SFANTUL GHEORGHE,DABULENI,DOLJ
1389,MUZEUL MITRE ARAMBASA,DABULENI,DOLJ
1390,BISERICA SFANTUL DUMITRU,FILIASI,DOLJ
1391,BUST ANTON PANN,FILIASI,DOLJ
1392,BISERICA SFANTUL NICOLAE,FILIASI,DOLJ
1393,MAUSOLEUL FAMILIEI FILISANU,FILIASI,DOLJ
1394,BISERICA SFANTUL DIMITRIE,LEU,DOLJ
1395,MANASTIREA MAGLAVIT,MAGLAVIT,DOLJ
1396,SALCIA LUI PETRACHE LUPU,MAGLAVIT,DOLJ
1397,BISERICA SFANTUL NICOLAE,MAGLAVIT,DOLJ
1398,STATUIA PETRE LUPU,MAGLAVIT,DOLJ
1399,MUZEUL SATULUI,MAGLAVIT,DOLJ
1400,MUZEUL VETRE STRAMOSESTI,MAROTINU DE JOS,DOLJ
1401,BISERICA CONSTANTIN SI ELENA,MOTATEI,DOLJ
1402,BISERICA SFANTUL NICOLAE,MOTATEI,DOLJ
1403,MUZEUL HENRI COANDA,PERISOR,DOLJ
1404,BISERICA SFANTUL NICOLAE,PERISOR,DOLJ
1405,CASTRUL DE LA RACARI,RACARII DE JOS,DOLJ
1406,BISERICA ADORMIREA MAICII DOMNULUI,RADOVAN,DOLJ
1407,MANASTIREA SADOVA,SADOVA,DOLJ
1408,CASA MEMORIALA HENRI CATARGI,SCAESTI,DOLJ
1409,BISERICA ADORMIREA MAICII DOMNULUI,SEGARCEA,DOLJ
1410,CLUBUL COPIILOR,SEGARCEA,DOLJ
1411,MANASTIREA SEGARCEA,SEGARCEA,DOLJ
1412,BUSTUL HORIA VINTILA,SEGARCEA,DOLJ
1413,CRAMA DOMNEASCA,SEGARCEA,DOLJ
COD,DENUMIRE,LOCALITATE,JUDET,
1414,BISERICA DE LEMN SFANTUL NICOLAE,ALBULESTI,MEHEDINTI,
