1417,﻿Cula Cuțui,Stronghold Cutui,Broșteni, Mehedinţi,44.760206,22.980387
1490,Bust Mihai Viteazu,Bust Michael the Brave,Strehaia, Mehedinţi,44.6334684,23.2102791
1491,Monumentul Eroilor,Heroes Monument,Strehaia, Mehedinţi,44.6334684,23.2102791
1500,Statuia Constantin Brâncoveanu,Statue of Constantin Brancoveanu,Baia de Aramă, Mehedinţi,44.9995176,22.8115177
1502,Peștera Ponoarele,Cave Ponoarele,Ponoarele, Mehedinţi,44.970572,22.7807157
1507,Peștera Băluța,Cave Băluța,Băluța, Mehedinţi,44.6093742,22.8004002
1289,CASA MEMORIALA AMZA PELLEA,Memorial House Amza Pellea,BAILESTI,DOLJ,44.0268864,23.3534353\
1291,MUZEUL CAMPIEI,Plain Museum,BAILESTI,DOLJ,44.0268864,23.3534353\
1292,PARCUL TINERETULUI,Youth Park,BAILESTI,DOLJ,44.0268864,23.3534353\
1293,MONUMENT PETRE IVANOVICI,Monument Petre Ivanovici,BAILESTI,DOLJ,44.0268864,23.3534353\
1294,MONUMENTUL EROILOR,Heroes Monument,BAILESTI,DOLJ,44.0268864,23.3534353\
1295,BUST MIHAI VITEAZUL,Bust Michael the Brave,BAILESTI,DOLJ,44.0268864,23.3534353\
1299,CASA DUMITRU P. ARSSENIE,House Dumitru P. Arssenie,CALAFAT,DOLJ,43.9907824,22.9346433\
1300,CASA IOAN GHEORGHIADIS,House Ioan Gheorghiadis,CALAFAT,DOLJ,43.9907824,22.9346433\
1301,CLUBUL COPIILOR,Children's Club,CALAFAT,DOLJ,43.9907824,22.9346433\
1302,CENTRUL CULTURAL BULGAR,Bulgarian Cultural Center,CALAFAT,DOLJ,43.9907824,22.9346433\
1303,BUST STEFAN IORDACHE,Stefan Iordache Bust,CALAFAT,DOLJ,43.9907824,22.9346433\
1304,BUST SIMA PASARETZ,Bust Sima Pasaretz,CALAFAT,DOLJ,43.9907824,22.9346433\
1305,MONUMENTUL EROILOR,Heroes Monument,CALAFAT,DOLJ,43.9907824,22.9346433\
1306,BUST TUDOR VLADIMIRESCU,Bust Tudor Vladimirescu,CALAFAT,DOLJ,43.9907824,22.9346433\
1311,PORT CULTURAL CETATE,Cultural Harbour Fortress,CETATE,DOLJ,44.1052419,23.0515998\
1312,BUST ALEXANDRU IOAN CUZA,Alexandru Ioan Cuza Bust,CETATE,DOLJ,44.1052419,23.0515998\
1313,ANSAMBLUL CURTII COTOFENILOR,Coţofenilor Court Ensemble,COTOFENII DIN FATA,DOLJ,44.4300915,23.6152447\
1315,CASA VRABIESCU,House Vrabiescu,CRAIOVA,DOLJ,44.3166667,23.8\
1316,CASA ZWILLINGER,House Zwillinger,CRAIOVA,DOLJ,44.3166667,23.8\
1317,CASA GHEORGHE CHITU,Gheorghe Chitu House,CRAIOVA,DOLJ,44.3166667,23.8\
1318,CASA MARIA TANASE,Maria Tanase House,CRAIOVA,DOLJ,44.3166667,23.8\
1319,CASA SCHINA,House Schina,CRAIOVA,DOLJ,44.3166667,23.8\
1320,CASA FERARU,House Feraru,CRAIOVA,DOLJ,44.3166667,23.8\
1322,CASA NICOLAE ROMANESCU,House Nicolae Romanescu,CRAIOVA,DOLJ,44.3166667,23.8\
1323,CASA VARVOREANU,House Vârvoreanu,CRAIOVA,DOLJ,44.3166667,23.8\
1324,CASA RUSANESCU,House Rusănescu,CRAIOVA,DOLJ,44.3166667,23.8\
1325,CASA DIAMANTOPOL,House Diamantopol,CRAIOVA,DOLJ,44.3166667,23.8\
1326,CASA BOICESCU,House Boicescu,CRAIOVA,DOLJ,44.3166667,23.8\
1327,CASA ESKENAZY,House Eskenazy,CRAIOVA,DOLJ,44.3166667,23.8\
1328,HOTEL MINERVA,Hotel Minerva,CRAIOVA,DOLJ,44.3166667,23.8\
1329,HOTEL NEW YORK,Hotel New York,CRAIOVA,DOLJ,44.3166667,23.8\
1332,PALATUL ADMINISTRATIV,Administrative Palace,CRAIOVA,DOLJ,44.3166667,23.8\
1333,STATUIE MIHAI VITEAZU,Statue Michael the Brave,CRAIOVA,DOLJ,44.3166667,23.8\
1334,HOTEL PALACE,Hotel Palace,CRAIOVA,DOLJ,44.3166667,23.8\
1335,MUZEUL DE ARTA,Art Museum Jean Mihail Palace,CRAIOVA,DOLJ,44.3166667,23.8\
1336,BUSTUL LUI THEODOR AMAN,Bust of Theodor Aman,CRAIOVA,DOLJ,44.3166667,23.8\
1337,CASA CONSTANTIN VALIMARESCU,House Constantin Valimarescu,CRAIOVA,DOLJ,44.3166667,23.8\
1338,CASA STOILOV BOLINTINEANU,House Stoilov Bolintineanu,CRAIOVA,DOLJ,44.3166667,23.8\
1339,AJPISD,AJPIS Dolj,CRAIOVA,DOLJ,44.3166667,23.8\
1341,BUST ROMANESCU,Bust Romanescu,CRAIOVA,DOLJ,44.3166667,23.8\
1343,MONUMENT VORVOREANU,Monument Vorvoreanu,CRAIOVA,DOLJ,44.3166667,23.8\
1344,STATUIE NICOLAE ROMANESCU,Statue Nicolae Romanescu,CRAIOVA,DOLJ,44.3166667,23.8\
1346,JUDECATORIA CRAIOVA,Craiova Court,CRAIOVA,DOLJ,44.3166667,23.8\
1347,UNIVERSITATEA,Craiova University,CRAIOVA,DOLJ,44.3166667,23.8\
1348,BUSTUL MIHAI I,Bust Mihai I,CRAIOVA,DOLJ,44.3166667,23.8\
1350,PRIMARIA CRAIOVA,City Hall of Craiova,CRAIOVA,DOLJ,44.3166667,23.8\
1351,STATUIE CAROL I,Statue Carol I,CRAIOVA,DOLJ,44.3166667,23.8\
1352,COLEGIUL NATIONAL CAROL I,Carol I National College,CRAIOVA,DOLJ,44.3166667,23.8\
1353,MUZEUL DE STIINTE ALE NATURII,Museum of Natural Sciences,CRAIOVA,DOLJ,44.3166667,23.8\
1355,STATUIE ION MAIORESCU,Ion Maiorescu Statue,CRAIOVA,DOLJ,44.3166667,23.8\
1356,SCOALA OTETELESEANU,School Otetelesanu,CRAIOVA,DOLJ,44.3166667,23.8\
1357,MUZEUL OLTENIEI,Oltenia Museum,CRAIOVA,DOLJ,44.3166667,23.8\
1360,CASA GRIGORE GABRIELESCU,House Grigore Gabrielescu,CRAIOVA,DOLJ,44.3166667,23.8\
1361,BLOCUL CASA ALBA,Block White House,CRAIOVA,DOLJ,44.3166667,23.8\
1363,CASA BRAILOIU LECCA,House Brailoiu Lecca,CRAIOVA,DOLJ,44.3166667,23.8\
1365,FANTANA JIANU,Jianu Fountain,CRAIOVA,DOLJ,44.3166667,23.8\
1366,STATUIA TUDOR VLADIMIRESCU,Monument Tudor Vladimirescu,CRAIOVA,DOLJ,44.3166667,23.8\
1367,CASA IONEL PLESIA,House Ionel Plesia,CRAIOVA,DOLJ,44.3166667,23.8\
1368,CASA PENCIOIU,House Pencioiu,CRAIOVA,DOLJ,44.3166667,23.8\
1369,CASA VERNESCU,House Vernescu,CRAIOVA,DOLJ,44.3166667,23.8\
1370,CASA BARBU DRUGA,House Barbu Druga,CRAIOVA,DOLJ,44.3166667,23.8\
1371,CASA SIMION BARNUTIU 2,House Cănciulescu,CRAIOVA,DOLJ,44.3166667,23.8\
1373,CASA DR. MENDEL,Dr. Mendel House,CRAIOVA,DOLJ,44.3166667,23.8\
1374,CASA TRAIAN DEMETRESCU,House Traian Demetrescu,CRAIOVA,DOLJ,44.3166667,23.8\
1375,CASA MEMORIALA ELENA FARAGO,Elena Farago Memorial House,CRAIOVA,DOLJ,44.3166667,23.8\
1376,CASA MIRICA,House Mirica,CRAIOVA,DOLJ,44.3166667,23.8\
1377,CASA POENARU,House Poenaru,CRAIOVA,DOLJ,44.3166667,23.8\
1378,STATUIA EUGENIU CARADA,Eugeniu Carada Statue,CRAIOVA,DOLJ,44.3166667,23.8\
1379,CASA BANIEI,Baniei House,CRAIOVA,DOLJ,44.3166667,23.8\
1381,FANTANA PURCARULUI,Purcarului Fountain,CRAIOVA,DOLJ,44.3166667,23.8\
1382,HANUL PUTUREANU,Putureanu Inn,CRAIOVA,DOLJ,44.3166667,23.8\
1384,CASA CIOROIANU,House Cioroianu,CRAIOVA,DOLJ,44.3166667,23.8\
1385,STATUIA FRATII BUZESTI,Statue Buzeşti Brothers,CRAIOVA,DOLJ,44.3166667,23.8\
1386,COLEGIUL NATIONAL FRATII BUZESTI,Buzeşti Brothers National College,CRAIOVA,DOLJ,44.3166667,23.8\
1389,MUZEUL MITRE ARAMBASA,Mitre Arambaşa Museum,DABULENI,DOLJ,43.8056001,24.1021669\
1391,BUST ANTON PANN,Anton Pann Bust,FILIASI,DOLJ,44.5541126,23.5297993\
1393,MAUSOLEUL FAMILIEI FILISANU,Filisanu Family Mausoleum,FILIASI,DOLJ,44.5541126,23.5297993\
1396,SALCIA LUI PETRACHE LUPU,Petrache Lupu's Willow,MAGLAVIT,DOLJ,44.0332847,23.0943049\
1398,STATUIA PETRE LUPU,Statue Petre Lupu,MAGLAVIT,DOLJ,44.0332847,23.0943049\
1399,MUZEUL SATULUI,Village Museum,MAGLAVIT,DOLJ,44.0332847,23.0943049
1400,MUZEUL VETRE STRAMOSESTI,Museum Ancestral Homes,MAROTINU DE JOS,DOLJ,44.0332847,23.0943049
1400,Muzeul Vetre Stramosesti,Museum Ancestral Homes,Marotinu de Jos, Dolj,18.038851,-66.0179224
1403,MUZEUL HENRI COANDA,Henri Coandă Museum,PERISOR,DOLJ,44.1442165,23.4800151\
1405,CASTRUL DE LA RACARI,Roman Champ at Răcari,RACARII DE JOS,DOLJ,44.1442165,23.4800151
1405,Castrul de la Răcari,Roman Champ at Răcari,Răcarii de Jos, Dolj,18.3468335828467,-66.2046124031105
1408,CASA MEMORIALA HENRI CATARGI,Henri Catargi Memorial House,SCAESTI,DOLJ,44.4566314,23.579879\
1410,CLUBUL COPIILOR,Children's Club,SEGARCEA,DOLJ,44.0980148,23.7525054\
1412,BUSTUL HORIA VINTILA,Bust Horia Vintilă,SEGARCEA,DOLJ,44.0980148,23.7525054\
1413,CRAMA DOMNEASCA,Royal Wine Cellar,SEGARCEA,DOLJ,44.0980148,23.7525054\
1570,MUZEUL SATESC,Village Museum,BABICIU,OLT,44.0319546,24.5639162\
1572,CASA MEMORIALA MIHAIL DRUMES,Memorial House Mihail Drumeş,BALS,OLT,44.34826,24.110215\
1585,BUST TOMA RUSCA,Bust Toma Rușcă,CARACAL,OLT,44.116641,24.3590662\
1586,CASA MEMORIALA IANCU JIANU,Iancu Jianu Memorial House,CARACAL,OLT,44.116641,24.3590662\
1587,CASA NICOLAE TITULESCU,House Nicolae Titulescu,CARACAL,OLT,44.116641,24.3590662\
1588,CLUBUL COPIILOR,Children's Club,CARACAL,OLT,44.116641,24.3590662\
1589,CONACUL HAGIESCU,Hagiescu Mansion,CARACAL,OLT,44.116641,24.3590662\
1590,JUDECATORIA CARACAL,Caracal Court,CARACAL,OLT,44.116641,24.3590662\
1591,MONUMENTUL EROILOR,Heroes Monument,CARACAL,OLT,44.116641,24.3590662\
1592,MONUMENTUL RECUNOSTINTEI,Monument of Gratitude,CARACAL,OLT,44.116641,24.3590662\
1593,MUZEUL ROMANATIULUI,Romanaţiului Museum,CARACAL,OLT,44.116641,24.3590662\
1594,PARCUL POROINEANU,Constantin Poroineanu Park,CARACAL,OLT,44.116641,24.3590662\
1595,PRIMARIA CARACAL,City Hall Caracal,CARACAL,OLT,44.116641,24.3590662\
1596,STATUIA CERES,Statue of Ceres,CARACAL,OLT,44.116641,24.3590662\
1597,TEATRUL DE VARA,Summer Theatre,CARACAL,OLT,44.116641,24.3590662\
1598,TEATRUL NATIONAL,National Theatre,CARACAL,OLT,44.116641,24.3590662\
1599,FAR CARACAL,Lighthouse Caracal,CARACAL,OLT,44.116641,24.3590662\
1600,CONACUL CEZIENI,Cezieni Mansion,CEZIENI,OLT,44.1841913,24.2680688\
1603,MUZEUL DE SCULPTURA,Nicolae Nica Village Sculpture Museum,CHILIA,OLT,-3.4401241,-79.6275365\
1607,MONUMENTUL EROILOR,Heroes Monument,CORABIA,OLT,43.7825734,24.5110164\
1608,PRIMARIA CORABIA,City Hall Corabia,CORABIA,OLT,43.7825734,24.5110164\
1610,MUZEUL DE ARHEOLOGIE,Museum of Archaeology,CORABIA,OLT,43.7825734,24.5110164\
1611,BUST ALEXANDRU IOAN CUZA,Alexandru Ioan Cuza Bust,CORABIA,OLT,43.7825734,24.5110164\
1613,CETATEA SUCIDAVA,Fortress Sucidava,CORABIA,OLT,43.7825734,24.5110164\
1616,CONACUL BOIERULUI IOAN MARIAN,Manor of Boyar Ioan Marian,CURTISOARA,OLT,44.4806645,24.34431\
1621,PARCUL CONSTANTIN BRANCUSI,Constantin Brancusi Park,FRUNZARU,OLT,44.2924656,24.4598214\
1624,TURNUL MEDIEVAL,Medieval Tower,HOTARANI,OLT,44.2924656,24.4598214\
1629,CONACUL IZVORU,Mansion Izvoru,IZVORU,OLT,44.3582122713106,23.7491182976496\
1631,CONACUL PAUL LAZAR,Paul Lazar Mansion,LIICENI,OLT,-31.121809,28.72249\
1639,CONACUL BOIERESC,Boyar Mansion Romano,PLESOIU,OLT,44.457547,24.2680526\
1642,ANSAMBLUL BRATASANU,Brătăşanu Ensemble,RADOMIRESTI,OLT,44.0829238,24.6956449\
1643,VESTIGIILE ORASULUI ROMAN,Remains of the Roman City,RESCA,OLT,44.0577245,24.3070797\
1645,STATUIA SFANTUL CONSTANTIN CEL MARE,Saint Constantine the Great Statue,RESCA,OLT,44.0577245,24.3070797\
1652,CASA MEMORIALA NICOLAE CEAUSESCU,Memorial House of Nicolae Ceauşescu,SCORNICESTI,OLT,44.5985802,24.5445313\
1662,BUST RADU GRECEANU,Bust Radu Greceanu,SLATINA,OLT,44.4333333,24.3666667\
1663,CASA FANTANEANU,House Fântâneanu,SLATINA,OLT,44.4333333,24.3666667\
1664,CASA IOAN CALUGARU,House Ioan Călugăru,SLATINA,OLT,44.4333333,24.3666667\
1665,CASA STRADA MIHAI EMINESCU NR. 44,House Street Mihai Eminescu no. 44,SLATINA,OLT,44.4333333,24.3666667\
1666,CASA STRADA MIHAI EMINESCU NR. 48,House Street Mihai Eminescu no. 48,SLATINA,OLT,44.4333333,24.3666667\
1668,CLADIRE BNR,BNR Building,SLATINA,OLT,44.4333333,24.3666667\
1669,COFETARIA ATLETUL ALBANEZ ,Confectionery Albanian Athlete,SLATINA,OLT,44.4333333,24.3666667\
1670,COLEGIUL NATIONAL RADU GRECEANU,National College Radu Greceanu,SLATINA,OLT,44.4333333,24.3666667\
1672,MUZEUL DE ETNOGRAFIE,Ethnography Museum,SLATINA,OLT,44.4333333,24.3666667\
1673,MUZEUL JUDETEAN OLT,Olt County Museum,SLATINA,OLT,44.4333333,24.3666667\
1674,OBELISC SLATINA,Obelisk,SLATINA,OLT,44.4333333,24.3666667\
1675,PODUL PESTE OLT,The Bridge over Olt,SLATINA,OLT,44.4333333,24.3666667\
1676,POLITIA LOCALA SLATINA,Local Police,SLATINA,OLT,44.4333333,24.3666667\
1677,PRIMARIA SLATINA,City Hall Slatina,SLATINA,OLT,44.4333333,24.3666667\
1678,REGISTRUL COMERTULUI SLATINA,Trade Register,SLATINA,OLT,44.4333333,24.3666667\
1680,SCOALA PRIMARA DE BAIETI,Primary School for Boys,SLATINA,OLT,44.4333333,24.3666667\
1681,STATUIE ECATERINA TEODOROIU,Ecaterina Teodoroiu Statue,SLATINA,OLT,44.4333333,24.3666667\
1682,STATUIE EUGEN IONESCO,Eugen Ionesco Statue,SLATINA,OLT,44.4333333,24.3666667\
1683,STATUIE NICOLAE TITULESCU,Nicolae Titulescu Statue,SLATINA,OLT,44.4333333,24.3666667\
1684,STATUIE TUDOR VLADIMIRESCU,Tudor Vladimirescu Statue,SLATINA,OLT,44.4333333,24.3666667\
1697,CONACUL NEAMTU,Neamţu Mansion,OLARI,OLT,50.2596762,-89.6047768\
1698,CULA CALATEANU,Stronghold Călăţeanu,PIATRA OLT,OLT,44.3650681,24.2666764\
1700,CASA MEMORIALA NICOLAE TITULESCU,Nicolae Titulescu Memorial House,NICOLAE TITULESCU,OLT,44.2669216,24.756148
1701,CONACUL ARGESANU,Mansion Argeşanu,PIATRA OLT,OLT,44.3650681,24.2666764
1513,CASA ZARZAZA,House Zarzara,ALEXANDRIA,TELEORMAN,44.010892,25.2261265\
1514,PODUL METALIC PESTE RAUL VEDEA,Metal Bridge over the River Vedea,ALEXANDRIA,TELEORMAN,44.010892,25.2261265\
1515,RUINELE CETATII ROMANE TURRIS,Turris Roman Fortress Ruins,ALEXANDRIA,TELEORMAN,44.010892,25.2261265\
1516,CLADIREA SCOLII GIMNAZIALE NR. 5,Building of Middle School no. 5,ALEXANDRIA,TELEORMAN,44.010892,25.2261265\
1517,GARA,Alexandria Station,ALEXANDRIA,TELEORMAN,44.010892,25.2261265\
1518,MUZEUL JUDETEAN TELEORMAN,Teleorman County Museum,ALEXANDRIA,TELEORMAN,44.010892,25.2261265\
1522,BUSTUL LUI CUZA,Cuza Bust,ALEXANDRIA,TELEORMAN,44.010892,25.2261265\
1523,MONUMENT RMI,World War I Monument,ALEXANDRIA,TELEORMAN,44.010892,25.2261265\
1524,STATUIA LUI LIVIU VASILICA,Liviu Vasilică Statue,ALEXANDRIA,TELEORMAN,44.010892,25.2261265\
1525,RUINELE CURTII LUI CONSTANTIN AGA BALACEANU,The Ruins of Constantine Aga Bălăceanu Court,BALACI,TELEORMAN,44.3373944,24.9173447\
1531,EXPOZITIA MEMORIALA GALA GALACTION,Memorial Exhibition Gala Galaction,DIDESTI,TELEORMAN,44.2190714,24.8824426\
1533,CASA MEMORIALA ANTON SI MARIA POPESCU,Memorial House Anton and Maria Popescu,DRACSANI,TELEORMAN,44.2257646,24.9813372\
1534,MUZEUL DE ETNOGRAFIE,Ethnography Museum,DRACSANI,TELEORMAN,44.2257646,24.9813372\
1535,CULA LUI COSTEA,Costea's Fortified Manor,FRASINET,TELEORMAN,44.0572441,25.22048\
1536,MONUMENTUL COMEMORATIV AL ADUNARII DE LA ISLAZ,Commemorative Monument of the Assembly of Islaz,ISLAZ,TELEORMAN,43.712863,24.762303\
1537,SITUL ARHEOLOGIC DE LA BISERICA,Archaeological Site from the Church,MAGURA,TELEORMAN,44.0299761,25.3942821\
1538,CONACUL MANU,Manu Mansion,MERI,TELEORMAN,44.0572441,25.22048\
1540,MONUMENT COMEMORATIV SARJA,Commemorative Monument Șarja,PRUNARU,TELEORMAN,44.0572441,25.22048\
1542,CETATEA CAZACILOR,Cossacks Fortress,ROSIORI,TELEORMAN,44.115786,25.0101516\
1543,CASA MAMUT,House Mamut,ROSIORI,TELEORMAN,44.115786,25.0101516\
1544,CASA DAIA,House Daia,ROSIORI,TELEORMAN,44.115786,25.0101516\
1545,PRIMARIA,City Hall Roșiorii de Vede,ROSIORII DE VEDE,TELEORMAN,44.115786,25.0101516\
1546,BUSTUL LUI NICOLAE BALCESCU,Bust of Nicolae Bălcescu,ROSIORII DE VEDE,TELEORMAN,44.115786,25.0101516\
1547,MUZEUL MUNICIPAL DE ISTORIE,Municipal History Museum,ROSIORII DE VEDE,TELEORMAN,44.115786,25.0101516\
1548,GARA,Train Station,ROSIORII DE VEDE,TELEORMAN,44.115786,25.0101516\
1549,CASA MEMORIALA ZAHARIA STANCU,Memorial House Zaharia Stancu,SALCIA,TELEORMAN,43.9369971,24.9462561\
1551,CENTRUL MEMORIAL MARIN PREDA,Memorial House Marin Preda,SILISTEA GUMESTI,TELEORMAN,44.3725653,25.0144782\
1553,MUZEUL DE ETNOGRAFIE,Ethnography Museum,STEJARU,TELEORMAN,44.1889286,24.8690857\
1554,RUINELE CURTILOR BALACEANU,Bălăceanu Courts Ruins,TATARASTII DE SUS,TELEORMAN,44.4052831,25.1261203\
1556,CASA ANGELESCU,House Angelescu,TURNU MAGURELE,TELEORMAN,43.7831135,24.8453776\
1558,TURNUL DE APA,Water Tower,TURNU MAGURELE,TELEORMAN,43.7831135,24.8453776\
1559,PARCUL CENTRAL,Central Park,TURNU MAGURELE,TELEORMAN,43.7831135,24.8453776\
1560,MONUMENTUL INDEPENDENTEI,Independence Monument,TURNU MAGURELE,TELEORMAN,43.7831135,24.8453776\
1561,BUSTUL LUI PRAPORGESCU,Bust of Praporgescu,TURNU MAGURELE,TELEORMAN,43.7831135,24.8453776\
1562,STATUIA DOROBANTULUI,Statue Dorobanțului,TURNU MAGURELE,TELEORMAN,43.7831135,24.8453776\
1564,STATUIA LUI MIRCEA CEL BATRAN,Statue of Mircea cel Batran,TURNU MAGURELE,TELEORMAN,43.7831135,24.8453776\
1565,TRIBUNALUL,Turnu Magurele Court,TURNU MAGURELE,TELEORMAN,43.7831135,24.8453776\
1001,CRUCEA GRANARILOR CALUGARENI,Granaries Cross,CALUGARENI,GIURGI,44.1861245,26.0028619
1001,Crucea Grânarilor,Granaries Cross,Călugăreni, Giurgiu,44.1861245,26.0028619
1002,STATUIA LUI MIHAI VITEAZU,Statue of Michael the Brave,CALUGARENI,GIURGI,44.1861245,26.0028619\
1004,MONUMENT MIHAI VITEAZU,Monument Michael the Brave,CALUGARENI,GIURGI,44.1861245,26.0028619\
1006,PARCUL NATURAL COMANA,Natural Park Comana,COMANA,GIURGI,44.1711618,26.145022\
1008,LACUL COMANA,Lake Comana,COMANA,GIURGI,44.1711618,26.145022\
1010,CASA MEMORIALA GELLU NAUM COMANA,Memorial House Gellu Naum,COMANA,GIURGIU,44.1711618,26.145022\
1011,MONUMENTUL EROILOR COMANA,Heroes Monument,COMANA,GIURGIU,44.1711618,26.145022\
1013,MAUSOLEUL COMANA,Heroes Mausoleum Comana,COMANA,GIURGIU,44.1711618,26.145022\
1014,AERODROM COMANA,Aerodrom Comana,COMANA,GIURGIU,44.1711618,26.145022\
1017,CRUCEA DE PIATRA MIHAI VITEAZU,Stone Cross Michael the Brave,CRUCEA DE PIATRA,GIURGIU,43.8938686989718,25.960942602228\
1021,MONUMENTUL EROILOR DOBRENI,Heroes Monument,DOBRENI,GIURGIU,43.9016138,25.9700781\
1022,Muzeul Satesc din Fratesti,Village Museum,FRATESTI,GIURGIU,43.9668425,25.9696386\
1026,Cetatea Giurgiu,not defined,GIURGIU,GIURGIU,43.9016138,25.9700781\
1028,STATUIA TRIUMF GIURGIU,Statue Triumph,GIURGIU,GIURGIU,43.9016138,25.9700781\
